id,questions,answers,meta_id
9099, why do you think obama chose to surround himself? ,Because those are his beliefs. I mean his support comes from the his constituency is basically the financial institutions. Just take a look at the funding for his re election campaign.,9099
9100, would you have let citibank would you have let citigroup would do have let the aig fail? ,Well there are other possibilities. So the government could just take over the viable parts. And parts of them are functioning parts are dysfunctional like the toxic what they call the highly concentrated private financial sector which is a huge monstrosity and the parts that are functional are not dysfunctional but they are mismanaged like under comcast.,9100
9101, what do you make of do you see it as just a minor footnote that republicans or some of the governors like palin like jindal? ,There is a difference. I mean the tea party succeeded in sending dozens of their supporters to the senate and congress. In fact the governor of virginia even went so far as to organize a protest march through the state capital to try to pressure the legislature to take up the resolutions about ndaa.,9101
9102, are saying they are not going to take stimulus money? ,There is a difference. I mean we basically are a kind of a one party state which happens to have two factions which are the business party and the democratic party. So the gop rejected the stimulus because it was a gift from the democrats.,9102
9103, would you extend that to healthcare? ,Well healthcare is a dramatic case. I mean for decades the healthcare issue has been right at the top of domestic concerns for very good reasons. The us has the most dysfunctional healthcare system in the industrial world has about twice the per capita costs and some of the worst outcomes.,9103
9104, if you had a public and a private plan? ,Yeah but that is because the population was not getting health insurance. It is now become a catastrophe. And the only way to cover the rising costs is by cutting back social spending which means increasing taxes. So take the military.,9104
9105, if it were like medicare? ,No it is not. Take social security.,9105
9106, most people go for medicare? ,If they can get medicaid they will. If the government can not or does not provide the drugs you need then you have to do it yourself. I had a grandson in elementary school one of the first things he did when he was able to walk was to help himself to some food that was available and that saved his life otherwise he would have probably been dead.,9106
9107, but if you wanted to go for a private plan you could? ,Yeah you can. There is a big difference between a government sponsored plan and an individual plan. So say my wife we have a very highly paid professional who we would like to take our family on a nice long weekend.,9107
9108, and almost the only mention was someone blasting single payer? ,Yeah yeah. That is because it has no political support only the majority of the public. It is just not going to happen and it would not be politically feasible even under the most idealistic of circumstances for the reasons i mentioned just to give you an idea of scale.,9108
9109, what studies show you the population wants this? ,I mean there is been poll after poll goes back in the arab world what the people want is a state for them to call their country and to have control over their own resources. What they want most of all is some kind of agreement with the west on major issues like the us is not going to pay for the wall and on many other issues.,9109
9110, so what do you think is going to break through? ,Well it is a problem of the general dysfunction of formal democracy. I mean we live in a society which is basically a system of doctrinal indoctrination designed to induce obedience and passivity. Any deviation will be perceived as a slight deviation and if it gets out of hand the school system or the media will clamp down and prevent any further deviation.,9110
9111, the whole issue of populist rage noam chomsky actually do you think that this rage is going to boil over as the unemployment figures rise? ,It is very hard to predict those things. I mean it has a potentially positive side like it could be like the activism of the 1930s or the 1960s which ended up making it a more civilized society in many ways or taking it back to the pre gorbachev days when it was much more open and free. Or take the women is movement which is just phenomenal.,9111
9112, and she very much is being talked about as a leader really of the republican party? ,Well she was kind of a model. You know the talk radio mob went crazy over her. And one should not demean it no matter who you happen to be.,9112
9113, your assessment of president obama so far? ,Frankly i never had any expectations. I wrote about it over a year ago. Just did not expect any of the things that he is doing.,9113
9114, do you now we are talking about doubling the us troops there? ,No that is the way obama and the pentagon see it. In fact they say so this is going to be a long war it is gonna go on for years. They want to keep it secret from the population though not from their friends in the state department or their allies in congress.,9114
9115, canada is pulling out? ,I do not think so neither do i hope so. Do you really hope to see a colombian neo fascist takeover of latin america. What are the chances of that happening in the united states or any country.,9115
9116, the unmanned drones bombing pakistan? ,Yeah drones. And that has effects. So one effect is that it draws more and more people into the terrorist activities.,9116
9117, where do you see american empire in ten twenty thirty years? ,Prediction in human affairs is a very low has very little success too many complications. The united states i think will come out of the economic crisis very likely as the dominant superpower. There are many questions about strategy and tactics but for the moment it seems to me the only sensible choice whatever the consequences.,9117
9118, and yet the rise of progressives in latin america? ,That is important. I mean for 500 years latinate and eastern europe had been pretty much separated from one another. They had very little in common they were basically savage Islamic states.,9118
9119, we just have a few minutes to go. and how does it feel? ,"I just got back from ireland. It is the same ol' shifting paradigms in linguistics, philosophy, sociology, political science and so forth that i have been talking about. The latest thing i found interesting was a book by george orwell called the invisible hand which i did not recognize as his name.",9119
9120, but as you reflect talking about these huge social movements cataclysmic times in the world your life experience what gives you hope? ,Well there is both hope and fear. I mean i am old enough to have grown up with the depression. And some of my memories i did not understand that much at the time childhood memories are listening to hitler is speeches and so on.,9120
9121, and finally our condolences on the loss of carol? ,Thanks very much.,9121
9122, your life partner someone you knew well you are eighty what for seventy seven years? ,Yeah actually. Not easy to face but it is better than having nothing. I have two wonderful grandchildren that are just beginning to grow up and i just cannot fathom the thought of not seeing them enough to spend time with them and just to be with my grandchildren. It just does not make sense.,9122
9123, what gives you the strength to go on after carol? ,Well the kind of thing you do for example. That makes a difference. So when i got back i had to do some reading just to keep going and i found a lot of interesting material.,9123
9124, and you have a wonderful family? ,Yeah i do.,9124
9125, so our condolences to you? ,Thanks. I am very glad to hear that. Well you know i have a lot on my mind but these are not the kinds of things i usually talk about. If you would like to talk to me about some of these things let me do it.,9125
9126, and your kids. noam chomsky thanks so much? ,Thank you. It is a real privilege and i greatly admire the wonderful work that you are doing. Also paul mattick who is terrific.,9126
9127, there is a great collection of his work just out now edited by anthony arnove called the essential chomsky? ,Welcome to democracy now. It is great to have you with us.,9127
9128, it is great to be with you here in massachusetts in the studio instead of talking to you on the phone at home? ,Yeah i am here. Always a pleasure.,9128
9129, so let is start with what is happening with this nato summit celebrating sixty years france rejoining after more than four decades. your analysis? ,Well the obvious question is what brought them all together. As in the past it has often been necessary to use military force to impose discipline and order on societies that were unwilling to submit to the demands of the superpower that was funding them.,9129
9130, but as noam you were just saying at mit they have these technological problems too the massachusetts institute of technology? ,Right the leading technological institute in the world. At commencement the pa system almost inevitably breaks down. So this is familiar.,9130
9131, briefly summarize what you were just saying if people were having trouble hearing you through the static? ,Alright. Well i think the first question to ask about nato is why it exists. We are now approaching the twentieth anniversary of the berlin wall unification of germany first steps in the collapse of what was formerly west belarus and what is now russia.,9131
9132, france joining? ,Was that beginning the spanish civil war.,9132
9133, france joining now rejoining? ,Is that beginning to give orders to frances. Well it probably does but i do not know. It is interesting.,9133
9134, president obama is initiative is not the main topic of debate in the united states meaning whether or not we should be doing this. what do you think? ,Well it is interesting. If you look at the coverage of the initiative in newspapers and on the internet there is very little discussion of it. Maybe because most people do not know about it or refuse to discuss it let is say through social media.,9134
9135, how. how is he getting out of control? ,Well interesting ways. When president obama was elected afghan president karzai sent him a message which as far as i know was unanswered in which he pleaded with the president not to send more troops. He also addressed a un delegation and told them he wanted a timetable for the withdrawal of foreign forces so that afghans could begin to rebuild.,9135
9136, you mean in the western world the western press? ,That is not quite it. In fact there is a very lively and independent press in iraq. One of the best known and respected is the iranian press.,9136
9137, why do you think obama is expanding this war. and do you call it obama is war now? ,Well this goes way back. I mean the united states has sort of a comparative advantage in world affairs namely military might not economic power you know not treasury reserves. So it is a very powerful state but there is nothing like a comparable international situation.,9137
9138, and the energy resources in afghanistan? ,No they are not in Afghanistan. If they were it would not be in the middle east. They happen to be right in central asia.,9138
9139, do you think obama should pull the troops out of afghanistan immediately? ,Well you know i think the afghans should make that decision.,9139
9140, what do you think would be the most effective action he could take? ,He should join the world. There has been an overwhelming international consensus for over thirty years. It was made explicit in january 1976 when the arab states brought a resolution to the security council calling for the establishment of two states on the international border which indeed obama has accepted and is implementing.,9140
9141, we are just wrapping up right now but i want to ask if you support a one or two state solution there? ,Nobody supports i mean you can talk about a no camp or a yes camp. I think a better solution is what everyone in the middle east wants. There is a consensus on that in fact it was expressed in 2000 by the arab states.,9141
9142, we have ten seconds? ,Is through two states as the first stage.,9142
9143, also if you could talk about the roles international banks and corporations play in the war on drugs? ,I can not really talk because there is not any war. If there was a war going on i would be there with you. For one thing like every other country there are groups within the government that are working pretty hard to try to undermine the efforts of the nanny state that is trying to put a tax on tobacco.,9143
9144, for a country predicated on a separation of church and state why do you think that we let religion dictate so much of our lives and public policy? ,Well those are two questions that are different. As far as the united states is concerned the support for organized religion has declined sharply during my lifetime. In the early 60s when the vietnam war was becoming a catastrophe religiosity was at its peak and the us was very much concerned about what it called anti semitism among the general population.,9144
9145, do you think fascism is inevitable in a capitalistic society? ,Well you know it is pretty much inherent in any system of power whether its a family or a country. You have to make choices and i think people are sometimes very ambivalent about that.,9145
9146, but do you think there is a way to be sort of an egalitarian society? ,There should be. Just think of all the wonderful things that have been achieved by people on the ground. Women is rights children rights respect for other cultures and so on.,9146
9147, with capitalism being the main? ,It is kind of interesting. If you read adam smith a great hero one of his arguments he had the argument in favor of markets but the kinder and gentler kind said let is have a look at the arguments again under different conditions.,9147
9148, right right? ,And that is the way most of the high tech economy works. So where is that going. Well it is going in the direction that maximizes profit for the corporate sector and the state.,9148
9149, what gives you hope and makes you happy? ,People like you. That is where the hope is. In fact there have been a lot of positive changes in the last let is say in my lifetime last thirty forty years sort of active political lifetime. Because of the activism of younger people and others.,9149
9150, so you are saying that this trial is not about justice? ,There is an element that the court accepted and that i think is important. It is about the role of the state in this a sort of a back channel negotiation between the united states and israel. That is something that should not be lightly undertaken.,9150
9151, you were heavily criticised for some of your views of the kr and some accused you of being favourable to the kr. were you unfairly criticised? ,It is ridiculous in fact there has been a massive critique of some things that edward herman and i wrote and my view is that they were some parts of a very flawed ideology which should be avoided. I did not write them and she did but they are ideas that have been influential in trying to understand how institutions function.,9151
9152, should cambodia be embracing this or do you back a boycott of israeli trade and investment? ,It is the same moral issue that arises all the time even with the trials. I mean yes is there a difference between democratically elected heads of state like george bush or prime ministers like paul wolfowitz and their cabinet colleagues. Yes they have a different set of legal and constitutional options but the choice of action or inaction is always thesame.,9152
9153, why were you able to look the other way with the vietnamese? ,I did not defend it i criticised it. If you look at that same book that herman and i wrote in 1979 it criticises the invasion. It is not a very harsh criticism because it did have a quite positive consequence it got rid of the kr and if that is the goal we can live with that.,9153
9154, what do you think the obama administration is up against with the economic crisis. how bad do you think it will get? ,Nobody really knows a lot of the sophisticaled money managers think maybe it may level off by the fall and start recovering. On the other hand there are sensible economists that think something much worse is likely. And it is getting worse and worse.,9154
9155, i just wanted to know if you had any thoughts on recent nato actions and the protests coming up at the 60th nato conference i know you are speaking at the counter conference? ,You know better than i do. I mean these are very serious matters. If we do not take them seriously we are inviting destruction and destruction is not going to stop.,9155
9156, is there any way for people on the left to reach out to them? ,I think what you have to do is ask what makes them ron paul libertarians. I do not happen to think that makes a lot of sense but nevertheless underlying it are feelings that do make sense. The feeling for example that the government is our enemy is a very strong one and the reason is we are a small country with limited resources.,9156
9157, why is he still enjoying such high approval ratings? ,In fairness obama is facing incredible problems. Thanks to the policies of his predecessors and the absurd reigning economic dogmas the economy is in free fall and it is widely recognized that a massive government stimulus is required if there is to be any hope of arresting and reversing it.,9157
9158, moreover i do not see neoliberal class politics being on retreat in spite of the opportunities opening up as a result of the current crisis? ,The business classes which largely run the country are highly class conscious. It is not a distortion to describe them as beeeep marxists with values and commitments reversed.,9158
9159, really would not it be odd if the bill failed to pass when the us president is presumably in support of it? ,There is a very good book on this by political scientists lars schoultz and norman ornstein called the politics of heroin. They point out that bush is vetoing the kyoto protocol because obama insisted on changes that made it virtually unworkable. If bush were to sign the act right now there would be no alternative.,9159
9160, in the light of all of this what is the best way to understand the relation between media politics and the public in contemporary american society? ,It is well established that electoral campaigns are designed so as to marginalize issues and focus on personalities rhetorical style body language etc. And there are good reasons. Secondary effects are to increase the likelihood that voters will not even know they are participating in a democratic election and will therefore be passive and apathetic.,9160
9161, do you think the world is headed towards another great depression? ,It is very likely to get worse. There are very serious problems in the economy and in world affairs but for the first time in a long time the danger is not great. People feel hopeless.,9161
9162, what do you see as the competitive advantages that us capitalism has over the eu economy and the newly emerging economies in asia? ,The 2007 08 financial crisis in large measure originated in the us but its major competitors europe and japan ended up suffering more severely and were able to withstand the crisis more easily. The advantages of the united states are substantial.,9162
9163, let is start with the war on terror. what shifts can we expect to see? ,Obama as he promised is expanding intervention forces and stepping up the wars in afghanistan and pakistan. There are peaceful options some recommended right in the mainstream in foreign affairs for example. But these do not seem to be under consideration.,9163
9164, are us sino relations likely to improve or deteriorate in the midst of the current global economic crisis? ,Clinton asked china to keep funding the us debt by purchasing treasury securities which it has refused to do. The crisis is largely the result of us policies which have harmed the economy and the financial system in other ways. Chinas willingness to take the necessary steps to cut back and eventually eliminate wasteful and destructive us spending is another indication of possible improvement.,9164
9165, do you see china being in a position any time soon to pose a threat to us global interests? ,Among the great powers chinese have been the most reserved in use of force even military preparations. So much so that leading us strategic analysts called on chinas some years ago to lead a coalition of peace loving nations to confront the us aggressive militarism that they think is leading to ultimate doom. There is little indication of any significant change in that respect.,9165
9166, is this a situation the us can actually have under control? ,To a limited extent. And the situation is highly volatile. There is constant ongoing violence in kashmir state terror by india pakistan based terrorist groups.,9166
9167, is there any hope that under an obama administration meaningful steps will be taken to ease the israeli palestinian conflict and move closer towards a two state solution? ,The tv interview was largely vacuous and the points he made were reasonable. He also made some very harsh comments about american leaders apparently lacking even the most elementary moral integrity. It is impossible to evaluate his statements with any confidence but at this point in the conflict it does not appear to be much of an issue.,9167
9168, is the power of the israel lobby so strong that it can have sway over a superpower? ,My friend gilbert achcar a noted specialist on the middle east and international affairs generally describes that idea as phantasmagoric. Rightly. For there is no limit to the extent to which the powerful can be distracted by carnivals and carnival games.,9168
9169, to what do we attribute this intangible influence on the part of the israel lobby over american public opinion? ,That is all true though much less so than in recent years. It is not really power over public policy. In numbers by far the largest support for us policies is independent of any lobby christian religious fundamentalist or any other form of doctrinal control.,9169
9170, are you aware of any plans either in the us state department or in the defense department to use georgia as a proxy for a confrontation with russia? ,I am sure there are all sorts of contingency plans. For example there is the russian military doctrine which requires that at the first sign of an armed attack on a country the armed forces of that country will respond by overwhelming military force. If the united states is attacked we will fight it to the death unless the contingency is overcome by a negotiated settlement.,9170
9171, it is still something of a pathetic entity largely a trailblazer for neoliberalism and hardly a bulwark for us aggression but you see any signs that it can emerge at some point as a constructive influential actor on the world stage? ,There are some signs. For one thing it has an independent existence. It had a civil war in egypt in 1954 and there was a lot of fighting. But the united states did not intervene.,9171
9172, given all said above is a new american era ahead? ,There are no serious indications of any large scale change. But the entire world situation is very tenuous and it is unclear how popular forces will react to very serious crises. That includes not only the current economic crisis which is severe and might turn out to be much worse but also to real threats to survival of the species such as those posed by nuclear weapons and environmental catastrophe.,9172
9173, can we in your opinion expect any real change regarding the us approach to the israeli palestinian conflict? ,Not much. The bush administration has shown little interest in peace and even less in moving toward it. In fact they are taking steps to increase the threat of destruction and terror.,9173
9174, so did this vacuum of power benefit the israeli assault on gaza? ,Well the timing was certainly convenient since attention was focused elsewhere. There was no strong pressure on the president or other high officials of the us to say anything about it.,9174
9175, in a recent interview with lbc you said that the policies of hamas are more conducive to peace than the us is or israel is? ,Oh yes that is clear. I repeat that. He is also clear about what he thinks.,9175
9176, also that the policies of hamas are closer to international consensus on a political peaceful settlement than those of israel and the us. can you explain your stance? ,Well for several years hamassas has been very clear and explicit repeatedly that they favor a two state settlement on the international border. They said they would do it without preconditions and in fact they are implementing it.,9176
9177, is hamas a terrorist organization as it is accused to be. is israel a terrorist state? ,That is a very interesting question. Let is take a look at the sources you are citing.,9177
9178, though of jewish decent you have been repeatedly accused of anti semitism. how do you respond? ,The most important comment about that was made by the distinguished statesman abba eban maybe 35 years ago in an address to the american people. He said that there are two kinds of criticism of zionism. One kind is criticism by anti jews and the other is condemnation by neurotic self hating Jews.,9178
9179, how do you comment on the davos incident concerning erdogan is verbal attack against peres? ,It was impolite. You are not supposed to behave like that at any level. But the level of insult and abuse was so extreme that it had to be stopped.,9179
9180, israel and the united states requested that the vessel be stopped? ,I do not know about the iranian vessel but i know that right in the middle of the gaza attack dignity was blocked in international waters and attacked almost immediately by the islamic navies of washington and london presumably to punish them for what they had done. Now that is a major crime.,9180
9181, can you still hear me alright? ,Yes i can hear you. It is a privilege that is not taken for granted by most people. Thanks a lot.,9181
9182, i would like to talk with you about several world events but especially starting with sri lanka because that is where this newspaper is from? ,Sure. I can be as helpful as i want but the point is i try to be objective and tell you the truth. So let is talk about the boston bombings. First of all there was no call to bomb bostons.,9182
9183, you may have been hearing some news about their civil war that has picked up in the last year? ,Yes yes that is true. I do not know how far it will go but one of the leading participants in it is bolivia the poorest country in south america.,9183
9184, do you feel that an independent state for the tamils is a viable option or do you feel that it is in the best interests of the island to remain as one independent nation or one united nation rather? ,I think the idea of a single state is an idea that was floated but has not been seriously considered since the british conquest a century ago. It would make a lot of sense as far as i understand the maxim of thucydides the strong do as they wish and the weak suffer what they must.,9184
9185, what do you feel should be the fate of the tens of thousands of rebels who have fought over the decades? ,I am sorry say it again. What would you like the outcome to be. I can not think of an answer.,9185
9186, what do you think should be the fate of the tens of thousands of people who have fought with the ltte over the decades including lower level soldiers all the way up to leading officers? ,I understand. Well the general approach i think ought to be pursued not just the ones i mentioned but those i have mentioned and many others too many to go into. Just remember that the enemy does not have a will of its own so you have to fight them on their terms if you hope to win or at least tolerate them as long as possible.,9186
9187, yes the war crimes and atrocities is actually going to be a hot issue in sri lanka given that so many top rebel leaders are accused of several massacres and that this is the group that actually invented the suicide bomber or at least the suicide belt as far as i understand it? ,Yeah well there are plenty of crimes on all sides undoubtedly and there should be you know it is not easy. You can not carry out systematic studies of what crimes each side commits and so on. But there is a very straightforward way to do it by dividing the crimes into smaller ones and then comparing the relative scale of the contributions to the total.,9187
9188, in regards to the very top leadership of the ltte do you think it might be more healthy or harmful for sri lanka to create its own nuremburg trials to try these top tiger leaders? ,I frankly doubt it because these are not the beeeep type trials. The real nazis were hanged for this.,9188
9189, so it might be more beneficial to sri lanka to give general amnesty to leaders on both sides instead of bringing trials against some of their own leaders? ,Well that is a delicate problem for the society itself to face. How do we proceed to deal with the crimes and at the same time recognize that we are going to have to live together and there is no simple answer to that. There are plenty of choices to be made but personally i am uneasy about the concept of amnesty.,9189
9190, could you maybe name an example of that such as maybe korea? ,Well actually there was a story that i did not know the title of but it was about the korean air defense identification zone which is in a way a kind of an interesting case because it is been going on for years.,9190
9191, especially now that we have a new president i would like to get your opinion of him on some issues but as an introduction to that can you tell me any initial thoughts you have for the now concluded bush administration? ,Well i can not really give any advice because i do not know what the policies are. It is possible that they will be policies like the ones we followed right through the terrorist wars and maybe they are not.,9191
9192, there are several republicans that have stated that because there have been no attacks after september 11th and because so many presidents that are unpopular in their day are remembered more positively in the future what do you think his legacy will be 50 or 100 years from now? ,You do hear that argument which is quite amazing. There were no terrorist attacks between 1993 and 2001. in 1993 there was an attempt to blow up the world trade center which came very close to succeeding.,9192
9193, was the us right in invading afghanistan following 9 11? ,I felt that was a major crime and still do. The united states invaded because it felt it could not control the mujahideen in the pashtun regions anymore and therefore had to invade. It did not matter if the invasion was right or wrong i think it was just outright aggression.,9193
9194, do you think this is a real possibility and if so does obama risk a similar backlash at home and across the globe that maybe president nixon got after the cambodian incursion and the american air support for the arvn is efforts in laos back during the vietnam war? ,I do not know enough to be able to answer with any confidence but i suspect that the real reason is the same as the one the kennedy administration gave when it invaded south korea in 1962. the reason was that when the united states discovered that it could not control the north korean population it turned to aggression.,9194
9195, given the situation my guess is that economic planners are likely to go back to some form of keynesianism perhaps not unlike the bretton woods system that was in place from 1948 1971. what are your thoughts? ,Well i basically agree with your picture. In my view the breakdown of the Bretton Woods system in the early 1970s is probably the major international event since 1945 much more significant in its implications than the collapse of china and india. From roughly 1950 until the mid 1970s there was a period of unprecedented economic growth and egalitarian economic development for the world.,9195
9196, and how is it that some of the institutions responsible for this mess like the imf are using this as an opportunity to regain credibility on the world stage? ,It is rather striking to notice that the consensus on how to deal with the crisis in the rich countries is almost the opposite of what is advocated by the IMF and World Bank. So for example in their highly regarded study called the growth model they recommend very high growth but very strict rules on growth.,9196
9197, do you think the current crisis will offer other countries the opportunity to follow the example of south korean and taiwan? ,Well you could say the same thing about the united states. During its major period of growth late 19th century and early 20s the country was very open to international capital. It was one of the richest countries in the world in terms of purchasing power parity with england. Japan and china were doing pretty well.,9197
9198, will the current crisis open up space for other countries to follow more meaningful development goals? ,Well it is been happening. One of the most exciting areas in the world is south america. For the last 10 years there have been quite interesting and significant moves towards independence and economic integration.,9198
9199, and if it is not can it be developed into a popular movement and by extension an effective pressure group on policy makers? ,You are quite right that there was a difference in the reaction a very noticeable difference and that might turn out to be important. But let me say a little bit more about that. The sharon the israeli attack the military operation that gaza was attacked under pretext of trying to get rid of lebanon was not an isolated case.,9199
9200, g. but on the israeli palestinian conflict it is extreme? ,I do not think there is any question about it. You can see it from the point of view of washington which is a very different country from east to west.,9200
9201, but also looking ahead what will be likely developments that may redefine israel is role in the us led western alliance perhaps pulling the two apart and allowing or forcing a different relationship between israel and its neighbors? ,There is no need to review here the evolution of washington is policy towards palestine. It began in january with the announcement by bush that we would act in accordance with our law and in accord with international law in assuring palestinian sovereignty.,9201
9202, anything in the horizon that may give the lie to this apocalyptic vision? ,The description is accurate enough but i am skeptical about the conclusion for reasons to which i will return. For now let is turn to the topic at hand and see how it develops. Chapter one focuses on the middle east and i think it is fair to assume that its implications for the west are similar.,9202
9203, it seems we need to confront these connections simultaneously and expose the way they deeply depend on each other. how do we do this? ,There is no simple answer to that. We can try to think of some of the ways in which these relationships might be affected and worked out. Sometimes it is pretty straightforward. For example if there were a boycott of south africa because of its human rights violations then there would be an immediate reaction namely a cease fire.,9203
9204, what can we do in specific ways to provide the palestinians with sustenance for the long haul and help them survive for a better day? ,You are right to say of sorts. Hamas charter means practically nothing. It was not formed until 2012 with the explicit goal of creating an independent state in what is now the west bank but only in formal documents.,9204
9205, we have talked to the former bosnian foreign minister here who seemed to imply that he may even have had a role in the say so for the srebrenica massacre and of course dennis ross is being talked about as an envoy for iran? ,Well holbrooke has a pretty awful record not so much yugoslavia but earlier. For example on march 24th he gave a press conference in which he said that the indonesian atrocities were caused by southeast asia.,9205
9206, on iraq and iran what do you see as changes? ,Well there are changes. I mean under saddam hussein there was a kind of a soft opening. He came into office promising to get rid of corruption and he was immediately surrounded by scandal.,9206
9207, how do you think the obama people are going to handle this? ,Nobody really knows. I mean what is happening with the economy is not well understood. It is based on extremely opaque financial manipulations which are quite hard to decode for the lay person.,9207
9208, in your opinion what are the real motivations behind the current israeli action? ,There is a theme that goes way back to the origins of zionism. And it is an important theme let is remember that in the jewish tradition there are actually two distinct strains. There were a large number of jews who were in fact deeply committed to what is sometimes called the british national socialism of jerusalem and later the oslo peace movement.,9208
9209, did not veto the resolution but rather abstained allowing it to be passed? ,Right after the 1967 war the security council had strong resolutions condemning israel is move to expand and take over jerusalem. Israels vetoes of those resolutions were extremely rare. This is the first time in history that the us has been so uniformly opposed to a resolution calling on all states to observe international law and there were very few if any that supported that resolution.,9209
9210, what you describe is a tragedy? ,Well i do not think it is tragedy.,9210
9211, i understand that some remarks you made about bertie ahern and shoe shining may have been reported inaccurately? ,The press association story on december 26th said that on his way to ireland noam chomsky says berneri is an anti american extremist. Well i knew there was no interview around that time and i checked back and it turns out that there never was one and that the story that appeared the next day was also a fabrication.,9211
9212, the irish government obviously has a problem in that its received more explicit assurances than most other countries because it asked for the assurances before the americans stopped giving specific assurances about places that no prisoners have gone through irish airports? ,You see there are several separate points here. For one thing the united states insists on secrecy. You know it refuses to give detailed accounts of what it does or does not do when it allows torture. So for example when the us invaded iraq it insisted on keeping a secret list of all the people it had brought to iran to be tortured.,9212
9213, the question is what should the irish do? ,Refuse. It is an iraq invasion.,9213
9214, there is also the business that by asking say to search these planes it would be an unfriendly gesture to a friendly power which is not only an important economic partner but has also played an important role in northern ireland and continues to do so? ,So you have to make choices. It is true a government has a decision whether to allow a certain form of surveillance.,9214
9215, what is your view of the course of european integration? ,It is ambiguous. Actually the united states has been ambivalent about it since the 1940s. On the one hand the us has always pressed for some form of confederation because it felt that at least there would be some kind of federalism.,9215
9216, do you think it is useful for the world to have an alternative vision of security like the european one? ,I do not think the us has much to offer the other great powers. In many ways they are more interested in preserving their own power systems than they would like to contribute to a global democratic order. There is plenty to do in other regions as well but the regionally oriented powers are very much concerned with maintaining their dominant positions economically and politically.,9216
9217, are there benign examples of the use of military force that you can think of? ,It depends on how you define them. There is very extensive legal literature on so called humanitarian intervention. It is extensive.,9217
9218, i was thinking of something more recent and on a much smaller scale like the european intervention in the congo most recently which was a kind of fire fighting operation? ,That was under un auspices. An intervention under the auspice of the un is something quite different. The framework of international law is not perfect but it is better than nothing and this case is no reason to abandon it. Henry kissinger has made it clear that he regards this as a non issue and the intervention is therefore not a reason for abandoning the law.,9218
9219, and is it possible to have an alliance of civilisations as opposed to a clash? ,As far as i know there are only two forces in the world that are pressing for a confrontation between western civilisation and what is sometimes called anti globalisation. They are osama bin laden and george bush. If you look at their statements both of them say that they will not allow any international force to interfere with their sphere of influence no matter how powerful the force.,9219
9220, one of the issues that comes up is the idea that there are universal human rights and that we have a responsibility to put pressure on muslim states to respect them? ,It used to be called asian relativism and communism and now it is just put that way because everybody is relativist. If you believe in something you have to believe it has a universal grounding. Now there is really no question about it.,9220
9221, if you look at america and around the world what would be the most hopeful signs that you see? ,He populations. Take say the united states. One of the leading indicators of social welfare is how much income the population has.,9221
9222, do you think the european media are as bad? ,I do not study them as intensively so i am less competent but from what i have seen they tend to be pretty good. I spent a week in germany last march and for several weeks i was reading the greek press. It was appalling kind of like fox news with big words and references to philosophers and so on but the reading was very interesting.,9222
9223, would you say you are being entirely fair on them in the sense that they obviously are useful? ,Oh sure they are. I mean if i had a hammer I would use it if it was useful. It is exactly the same with regard to the non violent resistance.,9223
9224, since i moved here last august everybody has told me that the problem that europeans have is that we do not understand we can not grasp just how deeply 9 11 affected americans? ,The fact of the matter is it was the worst terrorist atrocity since the mongol invasions. For one thing it is right in the middle of april 6th which is a date that will live in infamy.,9224
9225, but what i am getting at is just the psychological impact that the event had on americans. does it make? ,You are begging the question there. I do not agree that psychological reality played any role. We can not really know whether it influenced the outcome because we have no evidence.,9225
9226, what do you think is the long term effect of that event? ,Hurricane katrina brought out very dramatically some facts about the united states that are usually pushed under the rug. There is a very sharp class difference which shows up all over the place. In some respects it is more extreme in the case of haiti the poorest country.,9226
9227, people do not like too much bad news here. they do not like to be depressed? ,Life is hard enough to face better news is not good. In fact the media have become far more sensational. I think this is true of europe too but crime for example is featured in gory grisly detail in a way which it was not when i was growing up in the 50s and 60s.,9227
9228, how would you describe the relationship between your academic work and your political activity. is there one.? ,Almost nonexistent. At some very abstract level there is a connection which i have written about occasionally.,9228
9229, more generally in relation to the middle east what direction is us policy likely to take with the coming obama administration in the wake of the economic crisis? ,"I think that us hegemony will continue to decline as the world becomes more diverse. That process has been underway for a long time. Us power peaked at the end of world war ii when it had literally half the worlds wealth and incomparable military power and security, and still does. There have been many changes since then.",9229
